entity_id,entity_name,segment,owner
DEP001,Deployment 1,Strategic,Customer
DEP002,Deployment 2,Watch,Operations
DEP003,Deployment 3,Strategic,Product
DEP004,Deployment 4,Growth,Analytics
DEP005,Deployment 5,Strategic,Revenue
DEP006,Deployment 6,Strategic,Operations
DEP007,Deployment 7,Core,Revenue
DEP008,Deployment 8,Watch,Analytics
DEP009,Deployment 9,Growth,Revenue
DEP010,Deployment 10,Watch,Analytics
DEP011,Deployment 11,Strategic,Product
DEP012,Deployment 12,Watch,Customer
DEP013,Deployment 13,Strategic,Customer
DEP014,Deployment 14,Growth,Operations
DEP015,Deployment 15,Core,Product
DEP016,Deployment 16,Strategic,Customer
DEP017,Deployment 17,Growth,Operations
DEP018,Deployment 18,Growth,Product
DEP019,Deployment 19,Growth,Analytics
DEP020,Deployment 20,Core,Analytics
DEP021,Deployment 21,Watch,Operations
DEP022,Deployment 22,Growth,Revenue
DEP023,Deployment 23,Growth,Operations
DEP024,Deployment 24,Core,Product
DEP025,Deployment 25,Core,Analytics
DEP026,Deployment 26,Watch,Customer
DEP027,Deployment 27,Core,Analytics
DEP028,Deployment 28,Growth,Product
DEP029,Deployment 29,Growth,Product
DEP030,Deployment 30,Strategic,Analytics
DEP031,Deployment 31,Watch,Analytics
DEP032,Deployment 32,Growth,Operations
DEP033,Deployment 33,Watch,Customer
DEP034,Deployment 34,Core,Operations
DEP035,Deployment 35,Core,Revenue
DEP036,Deployment 36,Core,Revenue
